clientId,flancerId,rating,projectSkills,projectType
CL1857,FL4329,4,"['illustrator', 'ocr', 'adobe-xd', 'docker']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1783,FL5480,1,"['flask', 'indesign']",Building a secure mobile banking app for Android and iOS.
CL1937,FL921,2,"['technical-writing', 'rust', 'ruby', 'devops', 'chatbot']",Building a secure mobile banking app for Android and iOS.
CL626,FL6789,1,"['market-research', 'prompt-engineering']",Implementing CI/CD pipelines for enterprise web applications.
CL1352,FL5823,3,"['photoshop', 'ocr', 'gcp', 'bim', 'live-chat-support']",Migrating legacy systems to AWS cloud infrastructure.
CL1816,FL6884,5,"['bookkeeping', 'tensorflow', 'java', 'solidworks']",Building a secure mobile banking app for Android and iOS.
CL873,FL6281,4,"['calendar-management', 'nlp', 'technical-writing', 'flask', 'logo-design']",Migrating legacy systems to AWS cloud infrastructure.
CL1238,FL561,5,"['creative-writing', 'aws', 'sql', 'live-chat-support', 'deep-learning']",Designing RESTful APIs and microservices for SaaS solutions.
CL354,FL9767,2,"['3d-modeling', 'grant-writing', 'azure']",Migrating legacy systems to AWS cloud infrastructure.
CL1352,FL2518,5,"['live-chat-support', 'technical-writing', 'seo', 'calendar-management']",Building a secure mobile banking app for Android and iOS.
CL1655,FL5214,1,"['javascript', 'css', 'sql']",Implementing CI/CD pipelines for enterprise web applications.
CL30,FL7382,3,"['react', 'c#', 'payroll', 'sql', 'nlp']",Designing RESTful APIs and microservices for SaaS solutions.
CL634,FL836,5,"['figma', 'solidworks', 'localization', 'data-annotation']",Migrating legacy systems to AWS cloud infrastructure.
CL1171,FL5119,4,"['translation', 'aws']",Building a secure mobile banking app for Android and iOS.
CL1177,FL3225,5,"['tensorflow', 'speech-recognition']",Migrating legacy systems to AWS cloud infrastructure.
CL1656,FL3286,2,"['angular', 'autocad', 'data-annotation', 'css']",Implementing CI/CD pipelines for enterprise web applications.
CL426,FL603,3,"['solidworks', 'java', 'speech-recognition', 'blog-writing', 'html']",Building a secure mobile banking app for Android and iOS.
CL556,FL7921,1,"['civil-engineering', 'nosql', 'rust', 'affiliate-marketing', 'excel']",Migrating legacy systems to AWS cloud infrastructure.
CL1744,FL9951,3,"['crm', 'c#']",Building a secure mobile banking app for Android and iOS.
CL1941,FL1969,5,"['bookkeeping', 'java', 'machine-learning']",Developing a scalable e-commerce platform with integrated payment gateways.
CL852,FL7655,5,"['devops', 'angular', 'react']",Designing RESTful APIs and microservices for SaaS solutions.
CL735,FL8672,2,"['market-research', 'excel', 'etl', '3d-rendering']",Migrating legacy systems to AWS cloud infrastructure.
CL900,FL7539,2,"['revit', 'storyboarding', 'calendar-management']",Developing a scalable e-commerce platform with integrated payment gateways.
CL860,FL1601,2,"['java', 'javascript', 'rust']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1179,FL7971,3,"['crm', 'ui-ux', 'video-editing']",Designing RESTful APIs and microservices for SaaS solutions.
CL1116,FL2100,3,"['etl', 'linux', 'chatbot']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1931,FL6881,2,"['azure', 'financial-analysis', 'rust']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1673,FL5782,1,"['sql', 'nosql']",Migrating legacy systems to AWS cloud infrastructure.
CL1748,FL907,1,"['solidworks', 'data-annotation']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1491,FL4825,1,"['go', 'bash', 'civil-engineering', 'content-marketing', 'swift']",Designing RESTful APIs and microservices for SaaS solutions.
CL106,FL932,5,"['pytorch', 'seo']",Building a secure mobile banking app for Android and iOS.
CL1011,FL5623,1,"['revit', 'llm']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1098,FL958,3,"['aws', 'llm', 'translation']",Implementing CI/CD pipelines for enterprise web applications.
CL684,FL8313,4,"['translation', 'tax-preparation', 'html', 'crm']",Building a secure mobile banking app for Android and iOS.
CL985,FL4601,3,"['java', 'lead-generation']",Building a secure mobile banking app for Android and iOS.
CL518,FL2240,3,"['crm-support', 'affiliate-marketing']",Implementing CI/CD pipelines for enterprise web applications.
CL612,FL236,4,"['editing', 'tax-preparation', 'node', 'adobe-xd']",Migrating legacy systems to AWS cloud infrastructure.
CL575,FL2263,5,"['go', 'customer-support', 'php', 'react']",Building a secure mobile banking app for Android and iOS.
CL341,FL3357,2,"['branding', 'translation', 'live-chat-support', 'typescript']",Developing a scalable e-commerce platform with integrated payment gateways.
CL75,FL284,2,"['payroll', 'data-annotation', 'branding']",Migrating legacy systems to AWS cloud infrastructure.
CL1395,FL9136,4,"['technical-writing', 'angular', 'ocr', 'civil-engineering']",Designing RESTful APIs and microservices for SaaS solutions.
CL1563,FL3943,5,"['creative-writing', 'llm', 'calendar-management']",Developing a scalable e-commerce platform with integrated payment gateways.
CL278,FL6321,1,"['ruby', 'chatbot', 'branding', 'indesign']",Building a secure mobile banking app for Android and iOS.
CL1518,FL1327,5,"['flask', 'python', 'data-annotation', 'email-marketing']",Implementing CI/CD pipelines for enterprise web applications.
CL1743,FL4491,4,"['translation', 'autocad', 'virtual-assistant', '3d-modeling', 'php']",Migrating legacy systems to AWS cloud infrastructure.
CL927,FL884,3,"['live-chat-support', 'deep-learning', 'node', 'c#']",Designing RESTful APIs and microservices for SaaS solutions.
CL585,FL3378,3,"['ui-ux', 'customer-support']",Migrating legacy systems to AWS cloud infrastructure.
CL531,FL9842,5,"['grant-writing', 'ui-ux', 'bim']",Migrating legacy systems to AWS cloud infrastructure.
CL18,FL8203,3,"['grant-writing', 'localization', 'python', 'react', 'live-chat-support']",Developing a scalable e-commerce platform with integrated payment gateways.
CL480,FL5995,1,"['virtual-assistant', 'copywriting']",Developing a scalable e-commerce platform with integrated payment gateways.
CL933,FL6678,2,"['tensorflow', 'seo']",Designing RESTful APIs and microservices for SaaS solutions.
CL1964,FL3109,1,"['nosql', 'localization', 'affiliate-marketing']",Designing RESTful APIs and microservices for SaaS solutions.
CL1498,FL2440,1,"['mechanical-engineering', 'customer-support', 'email-marketing']",Designing RESTful APIs and microservices for SaaS solutions.
CL709,FL4565,5,"['solidworks', 'pytorch', 'docker']",Designing RESTful APIs and microservices for SaaS solutions.
CL1102,FL1204,4,"['logo-design', 'translation']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1425,FL2252,2,"['angular', 'django', 'javascript', 'proofreading']",Designing RESTful APIs and microservices for SaaS solutions.
CL1498,FL8207,5,"['customer-support', 'order-processing']",Implementing CI/CD pipelines for enterprise web applications.
CL963,FL3500,2,"['virtual-assistant', 'bookkeeping', 'aws']",Building a secure mobile banking app for Android and iOS.
CL1630,FL4316,5,"['proofreading', 'video-editing']",Building a secure mobile banking app for Android and iOS.
CL365,FL3119,5,"['chatbot', 'mechanical-engineering']",Building a secure mobile banking app for Android and iOS.
CL819,FL4314,2,"['logo-design', 'nlp']",Building a secure mobile banking app for Android and iOS.
CL1201,FL2899,1,"['content-marketing', 'order-processing', 'tax-preparation']",Building a secure mobile banking app for Android and iOS.
CL1509,FL1746,5,"['technical-writing', 'smm', 'sql', 'swift', 'branding']",Building a secure mobile banking app for Android and iOS.
CL1893,FL4479,4,"['revit', 'grant-writing', 'video-editing']",Building a secure mobile banking app for Android and iOS.
CL1737,FL6305,1,"['linux', 'chatbot']",Migrating legacy systems to AWS cloud infrastructure.
CL1865,FL5206,1,"['speech-recognition', 'lead-generation', 'chatbot']",Designing RESTful APIs and microservices for SaaS solutions.
CL1302,FL4119,3,"['css', 'virtual-assistant']",Implementing CI/CD pipelines for enterprise web applications.
CL1182,FL7990,2,"['aws', 'mechanical-engineering', 'bim', 'payroll']",Designing RESTful APIs and microservices for SaaS solutions.
CL1998,FL8786,5,"['lead-generation', 'c++', 'ppc', 'rust']",Migrating legacy systems to AWS cloud infrastructure.
CL1634,FL2424,3,"['cv', 'html']",Implementing CI/CD pipelines for enterprise web applications.
CL857,FL69,5,"['autocad', 'docker']",Building a secure mobile banking app for Android and iOS.
CL1984,FL7701,4,"['speech-recognition', 'crm-support', 'ruby']",Building a secure mobile banking app for Android and iOS.
CL1894,FL9751,2,"['gcp', 'c++', 'revit', 'django']",Developing a scalable e-commerce platform with integrated payment gateways.
CL56,FL9971,3,"['node', 'java', 'linux', 'seo']",Building a secure mobile banking app for Android and iOS.
CL1695,FL8388,4,"['payroll', 'affiliate-marketing', 'flask']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1070,FL9154,1,"['go', 'market-research', 'nosql', 'javascript']",Designing RESTful APIs and microservices for SaaS solutions.
CL952,FL6543,3,"['data-annotation', 'swift', 'excel', 'spark']",Migrating legacy systems to AWS cloud infrastructure.
CL633,FL280,4,"['calendar-management', 'docker', 'typescript']",Building a secure mobile banking app for Android and iOS.
CL1876,FL1708,5,"['php', '3d-rendering', 'docker', 'rust']",Designing RESTful APIs and microservices for SaaS solutions.
CL1557,FL2770,3,"['angular', 'copywriting']",Implementing CI/CD pipelines for enterprise web applications.
CL283,FL4250,3,"['animation', 'civil-engineering', 'solidworks']",Migrating legacy systems to AWS cloud infrastructure.
CL1903,FL5653,4,"['css', 'cv', 'bash', 'c++', 'creative-writing']",Implementing CI/CD pipelines for enterprise web applications.
CL466,FL274,1,"['creative-writing', 'ocr', 'ppc']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1673,FL1761,1,"['market-research', 'devops', 'java', 'logo-design', 'mechanical-engineering']",Developing a scalable e-commerce platform with integrated payment gateways.
CL851,FL9569,1,"['nosql', 'video-editing', 'calendar-management', 'excel', 'llm']",Designing RESTful APIs and microservices for SaaS solutions.
CL1982,FL8231,4,"['illustrator', 'node', 'angular']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1390,FL4115,5,"['tensorflow', 'indesign', 'pytorch', 'market-research', 'email-marketing']",Implementing CI/CD pipelines for enterprise web applications.
CL1888,FL2673,1,"['crm-support', 'flask', 'nlp', 'aws']",Designing RESTful APIs and microservices for SaaS solutions.
CL1792,FL8617,5,"['indesign', 'affiliate-marketing', 'rust']",Developing a scalable e-commerce platform with integrated payment gateways.
CL557,FL2100,2,"['linux', 'chatbot', 'angular']",Building a secure mobile banking app for Android and iOS.
CL586,FL3388,3,"['llm', 'indesign', 'storyboarding', 'tensorflow', 'video-editing']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1968,FL9943,2,"['video-editing', 'storyboarding', 'machine-learning']",Designing RESTful APIs and microservices for SaaS solutions.
CL1701,FL2701,5,"['proofreading', 'lead-generation', 'animation', 'content-marketing', 'azure']",Building a secure mobile banking app for Android and iOS.
CL39,FL6665,5,"['3d-modeling', 'go', 'ppc', 'indesign', 'tensorflow']",Building a secure mobile banking app for Android and iOS.
CL1776,FL9690,2,"['solidworks', 'revit', 'seo']",Developing lead generation strategies using CRM tools.
CL402,FL1279,4,"['excel', 'financial-analysis', 'bookkeeping', 'revit']",Building a secure mobile banking app for Android and iOS.
CL221,FL6609,4,"['3d-modeling', 'java', 'gcp']",Implementing CI/CD pipelines for enterprise web applications.
CL1476,FL3223,2,"['data-entry', 'linux', 'financial-analysis']",Implementing CI/CD pipelines for enterprise web applications.
CL15,FL1639,2,"['typescript', 'linux', 'editing', 'seo']",Developing a scalable e-commerce platform with integrated payment gateways.
CL802,FL8403,2,"['aws', 'django', 'smm', 'content-marketing']",Migrating legacy systems to AWS cloud infrastructure.
CL571,FL1116,1,"['prompt-engineering', 'azure', 'java', 'spark', 'gcp']",Implementing CI/CD pipelines for enterprise web applications.
CL384,FL1139,2,"['market-research', 'ui-ux']",Designing RESTful APIs and microservices for SaaS solutions.
CL622,FL6187,5,"['branding', 'customer-support', 'adobe-xd']",Developing a scalable e-commerce platform with integrated payment gateways.
CL1062,FL6326,3,"['revit', 'order-processing', 'editing', 'civil-engineering']",Developing a scalable e-commerce platform with integrated payment gateways.
CL414,FL9353,3,"['grant-writing', 'ppc']",Migrating legacy systems to AWS cloud infrastructure.
CL1503,FL3464,1,"['ocr', 'llm', 'machine-learning']",Building a secure mobile banking app for Android and iOS.
CL1646,FL670,5,"['python', 'indesign', 'django']",Developing a scalable e-commerce platform with integrated payment gateways.
CL450,FL3961,2,"['prompt-engineering', 'angular', 'node', 'tax-preparation', 'lead-generation']",Migrating legacy systems to AWS cloud infrastructure.
CL126,FL532,5,"['devops', 'excel', 'customer-support']",Migrating legacy systems to AWS cloud infrastructure.
CL1450,FL1882,2,"['bookkeeping', 'java']",Migrating legacy systems to AWS cloud infrastructure.
CL1487,FL4703,3,"['ui-ux', 'devops', 'spark', 'storyboarding']",Migrating legacy systems to AWS cloud infrastructure.
CL1922,FL5897,3,"['java', 'llm', 'revit', 'devops']",Implementing CI/CD pipelines for enterprise web applications.
CL1038,FL2829,2,"['speech-recognition', 'blog-writing', '3d-rendering']",Designing RESTful APIs and microservices for SaaS solutions.
CL151,FL8201,1,"['javascript', 'rust', 'customer-support', 'devops']",Migrating legacy systems to AWS cloud infrastructure.
CL914,FL1696,2,"['angular', 'logo-design', 'keras']",Implementing CI/CD pipelines for enterprise web applications.
CL952,FL1516,2,"['customer-support', 'storyboarding', 'branding', 'devops']",Designing RESTful APIs and microservices for SaaS solutions.
CL437,FL7535,3,"['machine-learning', 'python', 'devops']",Implementing CI/CD pipelines for enterprise web applications.
CL728,FL1161,4,"['localization', 'llm', 'branding']",Designing RESTful APIs and microservices for SaaS solutions.
