flancerId,skills,favouriteProject,rating,experience
FL9717,"['bookkeeping', 'aws', 'technical-writing', 'cv', 'tensorflow', 'php', 'speech-recognition']",Designing RESTful APIs and microservices for SaaS solutions.,4.4,13
FL9718,"['technical-writing', 'keras', 'branding', 'affiliate-marketing']",Designing RESTful APIs and microservices for SaaS solutions.,3.5,0
FL9719,"['technical-writing', 'editing', 'smm', 'crm', 'financial-analysis']",Designing RESTful APIs and microservices for SaaS solutions.,4.6,13
FL9720,"['go', 'email-marketing', 'video-editing', 'resume-writing', 'content-marketing', 'grant-writing', 'html']",Migrating legacy systems to AWS cloud infrastructure.,3.8,8
FL9721,"['logo-design', 'nlp', 'cv', 'linux', 'typescript']",Building a secure mobile banking app for Android and iOS.,4.0,12
FL9722,"['creative-writing', 'cv', 'c#', 'autocad', 'bim']",Designing RESTful APIs and microservices for SaaS solutions.,4.4,5
FL9723,"['c#', 'docker', 'localization', 'rust', 'crm', 'branding']",Building a secure mobile banking app for Android and iOS.,4.3,4
FL9724,"['bookkeeping', 'nlp', 'blog-writing', 'data-entry']",Designing RESTful APIs and microservices for SaaS solutions.,4.2,1
FL9725,"['prompt-engineering', 'ppc', 'indesign']",Designing RESTful APIs and microservices for SaaS solutions.,3.7,6
FL9726,"['spark', 'excel', 'payroll', 'calendar-management', 'sql', 'data-annotation']",Designing RESTful APIs and microservices for SaaS solutions.,4.0,12
FL9727,"['creative-writing', 'photoshop', 'logo-design', 'payroll', 'editing']",Developing a scalable e-commerce platform with integrated payment gateways.,4.2,8
FL9728,"['keras', 'cv', 'translation']",Building a secure mobile banking app for Android and iOS.,3.2,10
FL9729,"['chatbot', 'tensorflow', 'logo-design', 'email-marketing', 'grant-writing']",Migrating legacy systems to AWS cloud infrastructure.,3.9,5
FL9730,"['spark', 'ruby', 'nlp', 'illustrator', 'solidworks', 'copywriting']",Developing a scalable e-commerce platform with integrated payment gateways.,4.5,2
FL9731,"['market-research', 'figma', 'virtual-assistant']",Coordinating travel arrangements and event scheduling for executives.,3.3,13
FL9732,"['civil-engineering', 'llm', 'ocr']",Implementing CI/CD pipelines for enterprise web applications.,5.0,12
FL9733,"['proofreading', 'tax-preparation', 'cv', 'data-entry', 'css']",Designing RESTful APIs and microservices for SaaS solutions.,5.0,11
FL9734,"['aws', 'html', 'lead-generation', 'rust', 'indesign', 'nosql']",Developing a scalable e-commerce platform with integrated payment gateways.,3.3,8
FL9735,"['devops', 'bash', 'financial-analysis']",Migrating legacy systems to AWS cloud infrastructure.,5.0,10
FL9736,"['logo-design', 'java', 'photoshop', 'illustrator', 'proofreading', 'data-annotation', 'figma']",Migrating legacy systems to AWS cloud infrastructure.,4.1,5
FL9737,"['adobe-xd', 'c++', 'customer-support', 'tax-preparation', 'prompt-engineering', 'deep-learning', 'ruby']",Implementing CI/CD pipelines for enterprise web applications.,4.5,0
FL9738,"['translation', 'creative-writing', 'deep-learning', 'financial-analysis', 'revit']",Implementing CI/CD pipelines for enterprise web applications.,3.9,2
FL9739,"['sql', 'content-marketing', 'deep-learning', 'chatbot', 'copywriting', 'speech-recognition', '3d-modeling']",Designing RESTful APIs and microservices for SaaS solutions.,4.8,4
FL9740,"['quickbooks', 'ruby', 'seo', 'customer-support', 'revit', 'payroll']",Developing a scalable e-commerce platform with integrated payment gateways.,4.5,1
FL9741,"['data-entry', 'financial-analysis', 'market-research', 'angular', 'excel', 'html', 'swift']",Implementing CI/CD pipelines for enterprise web applications.,3.6,11
FL9742,"['revit', 'go', 'ppc', 'machine-learning', 'storyboarding', 'copywriting', 'pytorch']",Migrating legacy systems to AWS cloud infrastructure.,3.4,6
FL9743,"['python', 'grant-writing', 'civil-engineering', 'solidworks', 'email-marketing']",Developing a scalable e-commerce platform with integrated payment gateways.,3.2,10
FL9744,"['ui-ux', 'c#', 'nosql', 'autocad', 'payroll']",Migrating legacy systems to AWS cloud infrastructure.,4.3,6
FL9745,"['llm', 'angular', 'django', 'market-research']",Migrating legacy systems to AWS cloud infrastructure.,4.6,15
FL9746,"['live-chat-support', 'storyboarding', 'revit', 'swift', 'flask']",Designing RESTful APIs and microservices for SaaS solutions.,4.7,11
FL9747,"['pytorch', 'c++', 'docker', 'animation']",Developing a scalable e-commerce platform with integrated payment gateways.,4.1,1
FL9748,"['data-annotation', 'proofreading', 'speech-recognition']",Migrating legacy systems to AWS cloud infrastructure.,3.4,12
FL9749,"['bash', 'php', 'node', 'rust']",Implementing CI/CD pipelines for enterprise web applications.,3.7,10
FL9750,"['market-research', 'creative-writing', 'autocad', 'blog-writing', 'deep-learning', 'logo-design']",Migrating legacy systems to AWS cloud infrastructure.,5.0,1
FL9751,"['llm', 'gcp', 'c++', 'revit', 'django']",Developing a scalable e-commerce platform with integrated payment gateways.,3.9,13
FL9752,"['creative-writing', 'devops', 'market-research', 'bash', '3d-modeling', 'angular']",Building a secure mobile banking app for Android and iOS.,4.3,1
FL9753,"['creative-writing', 'technical-writing', 'django']",Building a secure mobile banking app for Android and iOS.,3.4,14
FL9754,"['bim', 'pytorch', 'sql', 'blog-writing', 'react', 'affiliate-marketing']",Migrating legacy systems to AWS cloud infrastructure.,4.4,14
FL9755,"['excel', 'figma', 'sql']",Migrating legacy systems to AWS cloud infrastructure.,3.9,3
FL9756,"['cv', 'editing', 'bash', 'translation', 'resume-writing', 'gcp', 'ppc']",Implementing CI/CD pipelines for enterprise web applications.,4.9,7
FL9757,"['php', 'customer-support', 'nlp', 'seo', 'angular']",Building a secure mobile banking app for Android and iOS.,4.7,14
FL9758,"['translation', 'autocad', 'editing']",Implementing CI/CD pipelines for enterprise web applications.,3.9,6
FL9759,"['machine-learning', 'market-research', 'angular', 'ppc', 'deep-learning']",Building a secure mobile banking app for Android and iOS.,4.1,14
FL9760,"['ocr', 'autocad', 'smm']",Migrating legacy systems to AWS cloud infrastructure.,3.8,14
FL9761,"['payroll', 'email-marketing', 'customer-support', 'typescript', 'aws']",Designing RESTful APIs and microservices for SaaS solutions.,3.2,0
FL9762,"['react', 'azure', 'keras', 'spark', 'storyboarding', 'copywriting']",Designing RESTful APIs and microservices for SaaS solutions.,3.6,3
FL9763,"['bim', 'sql', 'data-annotation', 'figma']",Building a secure mobile banking app for Android and iOS.,4.3,5
FL9764,"['copywriting', 'keras', 'virtual-assistant', 'solidworks']",Processing online orders and handling customer inquiries for an e-commerce store.,4.4,14
FL9765,"['financial-analysis', 'revit', 'c++', 'cv', 'payroll', 'sql']",Building a secure mobile banking app for Android and iOS.,4.3,10
FL9766,"['translation', 'video-editing', 'node', 'ruby', 'animation', 'cv', 'spark']",Migrating legacy systems to AWS cloud infrastructure.,4.0,7
FL9767,"['grant-writing', 'go', '3d-modeling', 'keras', 'azure']",Designing RESTful APIs and microservices for SaaS solutions.,4.9,14
FL9768,"['chatbot', 'ui-ux', 'nlp', 'bim', 'affiliate-marketing', 'deep-learning']",Developing a scalable e-commerce platform with integrated payment gateways.,4.2,0
FL9769,"['kubernetes', 'javascript', 'python', 'solidworks', 'customer-support']",Designing RESTful APIs and microservices for SaaS solutions.,4.7,15
FL9770,"['revit', 'proofreading', 'data-annotation', 'email-marketing', 'video-editing', 'civil-engineering', 'python']",Developing a scalable e-commerce platform with integrated payment gateways.,3.0,12
FL9771,"['financial-analysis', 'indesign', 'solidworks', 'copywriting', 'localization', 'php']",Designing RESTful APIs and microservices for SaaS solutions.,1.5,5
FL9772,"['translation', 'payroll', 'spark', 'indesign', 'bookkeeping', 'mechanical-engineering']",Developing a scalable e-commerce platform with integrated payment gateways.,4.4,15
FL9773,"['proofreading', 'customer-support', 'rust', 'mechanical-engineering', 'grant-writing', 'crm', 'solidworks']",Designing RESTful APIs and microservices for SaaS solutions.,3.2,5
FL9774,"['content-marketing', 'financial-analysis', '3d-rendering']",Designing RESTful APIs and microservices for SaaS solutions.,4.1,7
FL9775,"['proofreading', 'react', 'java', 'sql']",Migrating legacy systems to AWS cloud infrastructure.,4.0,12
FL9776,"['machine-learning', 'python', 'affiliate-marketing', 'spark']",Developing a scalable e-commerce platform with integrated payment gateways.,5.0,10
FL9777,"['mechanical-engineering', 'civil-engineering', 'photoshop', 'nlp']",Implementing CI/CD pipelines for enterprise web applications.,4.5,15
FL9778,"['pytorch', 'chatbot', 'video-editing', 'autocad', 'spark']",Migrating legacy systems to AWS cloud infrastructure.,4.3,4
FL9779,"['c++', 'adobe-xd', 'ocr', 'quickbooks', 'photoshop']",Implementing CI/CD pipelines for enterprise web applications.,4.8,9
FL9780,"['resume-writing', 'java', 'branding', 'localization', 'data-annotation', 'nlp', 'lead-generation']",Building a secure mobile banking app for Android and iOS.,4.5,5
FL9781,"['c#', 'azure', 'translation']",Designing RESTful APIs and microservices for SaaS solutions.,3.9,4
FL9782,"['prompt-engineering', 'swift', 'financial-analysis', 'smm']",Developing a scalable e-commerce platform with integrated payment gateways.,5.0,9
FL9783,"['civil-engineering', 'deep-learning', 'spark', 'payroll']",Designing RESTful APIs and microservices for SaaS solutions.,3.4,1
FL9784,"['keras', 'bim', 'ppc']",Migrating legacy systems to AWS cloud infrastructure.,4.4,8
FL9785,"['linux', 'translation', 'blog-writing', 'llm', 'go', 'localization', '3d-modeling']",Designing RESTful APIs and microservices for SaaS solutions.,3.1,13
FL9786,"['crm', 'swift', 'editing', 'solidworks', 'ui-ux']",Migrating legacy systems to AWS cloud infrastructure.,4.3,14
FL9787,"['sql', 'devops', 'kubernetes', 'java', 'crm']",Migrating legacy systems to AWS cloud infrastructure.,4.3,2
FL9788,"['localization', 'payroll', 'technical-writing', 'bookkeeping', 'html']",Building a secure mobile banking app for Android and iOS.,5.0,12
FL9789,"['devops', 'etl', 'kubernetes']",Building a secure mobile banking app for Android and iOS.,3.1,15
FL9790,"['angular', 'bash', 'excel']",Developing a scalable e-commerce platform with integrated payment gateways.,3.8,7
FL9791,"['ppc', 'translation', 'c++', 'css']",Implementing CI/CD pipelines for enterprise web applications.,4.8,9
FL9792,"['crm-support', 'solidworks', 'video-editing']",Building a secure mobile banking app for Android and iOS.,4.4,4
FL9793,"['angular', 'resume-writing', 'adobe-xd', 'chatbot', 'rust', 'copywriting', 'order-processing']",Designing RESTful APIs and microservices for SaaS solutions.,4.3,6
FL9794,"['python', 'go', 'autocad', 'civil-engineering']",Designing RESTful APIs and microservices for SaaS solutions.,3.5,4
FL9795,"['prompt-engineering', 'cv', 'solidworks', 'mechanical-engineering']",Designing RESTful APIs and microservices for SaaS solutions.,3.8,3
FL9796,"['rust', 'order-processing', 'indesign', 'flask']",Developing a scalable e-commerce platform with integrated payment gateways.,5.0,11
FL9797,"['financial-analysis', 'crm', 'css', 'machine-learning', 'aws']",Designing RESTful APIs and microservices for SaaS solutions.,4.2,6
FL9798,"['pytorch', 'python', 'photoshop', 'machine-learning', 'flask', 'branding']",Developing a scalable e-commerce platform with integrated payment gateways.,4.5,3
FL9799,"['gcp', 'etl', 'bash', 'deep-learning', 'nosql', 'swift', 'tax-preparation']",Migrating legacy systems to AWS cloud infrastructure.,4.1,11
FL9800,"['react', 'c#', 'azure']",Migrating legacy systems to AWS cloud infrastructure.,3.4,5
FL9801,"['linux', 'bim', 'aws', 'ruby']",Designing RESTful APIs and microservices for SaaS solutions.,4.9,4
FL9802,"['speech-recognition', 'affiliate-marketing', 'aws', 'deep-learning', 'etl', 'content-marketing', 'angular']",Building a secure mobile banking app for Android and iOS.,4.6,1
FL9803,"['gcp', 'flask', 'mechanical-engineering', 'cv']",Designing RESTful APIs and microservices for SaaS solutions.,5.0,2
FL9804,"['django', 'html', 'autocad', 'node', 'customer-support', 'data-entry']",Building a secure mobile banking app for Android and iOS.,3.5,7
FL9805,"['django', 'python', 'data-annotation', 'crm-support']",Implementing CI/CD pipelines for enterprise web applications.,4.8,9
FL9806,"['financial-analysis', 'technical-writing', 'django', 'llm']",Migrating legacy systems to AWS cloud infrastructure.,3.3,10
FL9807,"['mechanical-engineering', 'quickbooks', 'live-chat-support']",Building a secure mobile banking app for Android and iOS.,4.3,3
FL9808,"['localization', 'ppc', 'calendar-management', 'translation', 'django', 'crm', 'video-editing']",Migrating legacy systems to AWS cloud infrastructure.,4.9,0
FL9809,"['customer-support', 'quickbooks', 'sql']",Developing a scalable e-commerce platform with integrated payment gateways.,2.7,11
FL9810,"['php', '3d-rendering', 'nosql', 'seo', 'autocad']",Implementing CI/CD pipelines for enterprise web applications.,4.1,1
FL9811,"['tax-preparation', 'llm', 'nosql']",Developing a scalable e-commerce platform with integrated payment gateways.,3.8,9
FL9812,"['proofreading', 'gcp', 'c#', 'video-editing', 'nlp', 'tax-preparation', 'illustrator']",Implementing CI/CD pipelines for enterprise web applications.,3.7,4
FL9813,"['order-processing', 'c#', 'crm-support']",Designing RESTful APIs and microservices for SaaS solutions.,4.5,6
FL9814,"['civil-engineering', 'content-marketing', 'spark', 'seo']",Building a secure mobile banking app for Android and iOS.,5.0,4
FL9815,"['php', 'crm-support', 'email-marketing', 'azure', 'branding', 'bookkeeping', '3d-rendering']",Migrating legacy systems to AWS cloud infrastructure.,4.1,1
FL9816,"['photoshop', 'illustrator', 'video-editing', 'autocad', '3d-rendering']",Implementing CI/CD pipelines for enterprise web applications.,4.3,3
FL9817,"['copywriting', 'react', 'docker', 'ppc', 'crm-support', 'ocr']",Building a secure mobile banking app for Android and iOS.,4.3,0
FL9818,"['angular', 'c++', 'illustrator']",Designing RESTful APIs and microservices for SaaS solutions.,4.2,14
FL9819,"['chatbot', 'typescript', 'keras', 'quickbooks']",Migrating legacy systems to AWS cloud infrastructure.,3.4,9
FL9820,"['email-marketing', 'rust', 'tax-preparation', 'typescript', 'c++', 'animation', 'resume-writing']",Implementing CI/CD pipelines for enterprise web applications.,5.0,15
FL9821,"['seo', 'nosql', 'localization', 'etl', 'css', 'mechanical-engineering', 'payroll']",Migrating legacy systems to AWS cloud infrastructure.,4.4,4
FL9822,"['revit', 'illustrator', 'deep-learning', 'rust', 'cv', 'java', 'docker']",Implementing CI/CD pipelines for enterprise web applications.,4.5,2
FL9823,"['indesign', 'proofreading', 'financial-analysis', 'pytorch', 'speech-recognition', 'solidworks']",Developing a scalable e-commerce platform with integrated payment gateways.,3.6,3
FL9824,"['seo', 'quickbooks', 'azure', 'bash', 'ui-ux']",Designing RESTful APIs and microservices for SaaS solutions.,3.9,8
